ID,LabVisit,LibraryPlate,SourceWell,LibraryName,CompoundSMILES,CompoundCode,CrystalPlate,CrystalWell,EchoX,EchoY,DropVolume,ProteinName,BatchNumber,CompoundStockConcentration,CompoundConcentration,SolventFraction,SoakTransferVol,SoakStatus,SoakTimestamp,CryoStockFraction,CryoFraction,CryoWell,CryoTransferVolume,CryoStatus,CryoTimestamp,SoakingTime,HarvestStatus,CrystalName,Puck,PuckPosition,PinBarcode,MountingResult,MountingArrivalTime,MountedTimestamp,MountingTime,ispybStatus,DataCollectionVisit,SoakDBComments,ProjectDirectory,CrystalTag,CrystalFormName,CrystalFormSpaceGroup,CrystalFormPointGroup,CrystalFormA,CrystalFormB,CrystalFormC,CrystalFormAlpha,CrystalFormBeta,CrystalFormGamma,CrystalFormVolume,DataCollectionBeamline,DataCollectionDate,DataCollectionOutcome,DataCollectionRun,DataCollectionComment,DataCollectionWavelength,DataCollectionPinBarcode,DataCollectionCrystalImage1,DataCollectionCrystalImage2,DataCollectionCrystalImage3,DataCollectionCrystalImage4,DataProcessingPathToImageFiles,DataProcessingProgram,DataProcessingSpaceGroup,DataProcessingUnitCell,DataProcessingAutoAssigned,DataProcessingA,DataProcessingB,DataProcessingC,DataProcessingAlpha,DataProcessingBeta,DataProcessingGamma,DataProcessingResolutionOverall,DataProcessingResolutionLow,DataProcessingResolutionLowInnerShell,DataProcessingResolutionHigh,DataProcessingResolutionHigh15sigma,DataProcessingResolutionHigh20sigma,DataProcessingResolutionHighOuterShell,DataProcessingRmergeOverall,DataProcessingRmergeLow,DataProcessingRmergeHigh,DataProcessingIsigOverall,DataProcessingIsigLow,DataProcessingIsigHigh,DataProcessingCompletenessOverall,DataProcessingCompletenessLow,DataProcessingCompletenessHigh,DataProcessingMultiplicityOverall,DataProcessingMultiplicityLow,DataProcessingMultiplicityHigh,DataProcessingCChalfOverall,DataProcessingCChalfLow,DataProcessingCChalfHigh,DataProcessingPathToLogfile,DataProcessingPathToMTZfile,DataProcessingLOGfileName,DataProcessingMTZfileName,DataProcessingDirectoryOriginal,DataProcessingUniqueReflectionsOverall,DataProcessingLattice,DataProcessingPointGroup,DataProcessingUnitCellVolume,DataProcessingAlert,DataProcessingScore,DataProcessingStatus,DataProcessingRcryst,DataProcessingRfree,DataProcessingPathToDimplePDBfile,DataProcessingPathToDimpleMTZfile,DataProcessingDimpleSuccessful,DimpleResolutionHigh,DimpleRcryst,DimpleRfree,DimplePathToPDB,DimplePathToMTZ,DimpleReferencePDB,DimpleStatus,DimplePANDDAwasRun,DimplePANDDAhit,DimplePANDDAreject,DimplePANDDApath,PANDDAStatus,DatePanDDAModelCreated,RefinementResolution,RefinementResolutionTL,RefinementRcryst,RefinementRcrystTraficLight,RefinementRfree,RefinementRfreeTraficLight,RefinementSpaceGroup,RefinementLigandCC,RefinementRmsdBonds,RefinementRmsdBondsTL,RefinementRmsdAngles,RefinementRmsdAnglesTL,RefinementOutcome,RefinementMTZfree,RefinementCIF,RefinementCIFStatus,RefinementCIFprogram,RefinementPDB_latest,RefinementMTZ_latest,RefinementMatrixWeight,RefinementComment,RefinementPathToRefinementFolder,RefinementLigandConfidence,RefinementLigandBoundConformation,RefinementBoundConformation,RefinementMolProbityScore,RefinementMolProbityScoreTL,RefinementRamachandranOutliers,RefinementRamachandranOutliersTL,RefinementRamachandranFavored,RefinementRamachandranFavoredTL,RefinementProgram,RefinementStatus,Deposition_PDB_ID,Deposition_PDB_file,Deposition_Date,Deposition_mmCIF_model_file,Deposition_mmCIF_SF_file,Label,table_one,AssayIC50,LastUpdated,LastUpdated_by,CompoundSMILESproduct,CompoundStereo,CompoundStereoSMILES,CompoundStereoCIFprogram,CompoundStereoCIFs,CompoundAutofitCC,CompoundAutofitprogram,DataCollectionSubdir,DimpleTwinResolutionHigh,DimpleTwinRcryst,DimpleTwinRfree,DimpleTwinPathToPDB,DimpleTwinPathToMTZ,DimpleTwinReferencePDB,DimpleTwinStatus,DimpleTwinFraction,DataProcessingDimpleTwinSuccessful,RefinementTwinMTZfree,RefinementMMCIFmodel_latest,RefinementMMCIFreflections_latest,RefinementBusterReportHTML
612,lb18145-130,DSP_EG_Plate-2,C18,DSIpoised_EG,CS(=O)(=O)CC1=NC=2C=CC=CC2N1,Z126932614,CI072345,B12C,93.73,101.92,230,PHIPA,9,100,20,20,57.5,done,19/07/2019 12:09:20,,,,,,,02:37:41,done,PHIPA-x20594,DLS-584,6,IN075C0908,OK: Clear:Normal,19/07/2019 14:46:22,19/07/2019 14:47:01,4.47916666666667E-04,exported to ispyb\lb18145-128_2019-07-19_16-34-49_ispyb,lb18145-134,,,,,,,,,,,,,,i03,2019-07-20 16:32:51,success,PHIPA-x20594_1_,,0.97622,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20594/jpg/lb18145-134-PHIPA-x20594_1_/PHIPA-x20594_1_1_270.0t.png,None,None,None,None,xia2-3dii-C2,C 1 2 1,82 27 55 90 99 90,True,82,27,55,90,99,90,40.59 - 1.33,40.59,5.95,1.33,1.39,None,1.36,0.034,0.021,0.995,19.4,55.5,1.0,88.2,97.9,42.6,6.0,3.4,3.4,1.000,1.000,0.696,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20594/autoprocessing/lb18145-134-PHIPA-x20594_1_xia2-3dii-C2/AUTOMATIC_DEFAULT_aimless.log,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20594/autoprocessing/lb18145-134-PHIPA-x20594_1_xia2-3dii-C2/AUTOMATIC_DEFAULT_free.mtz,None,None,/dls/i03/data/2019/lb18145-134/processed/PHIPA/PHIPA-x20594/PHIPA-x20594_1_/xia2-3dii-C2,24832,monoclinic_C,2,120270.8,#00FF00,706.564495455,None,,,,,True,,0.19063,0.21823,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20594/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20594/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,True,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,2019-08-16 11:04:54,1.330,green,0.1917,green,0.2212,green,C 1 2 1,,n/a,gray,n/a,gray,6 - Deposited,PHIPA-x20594.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20594/compound/Z126932614.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20594/Refine_4/refine.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20594/Refine_4/refine.mtz,0.13913280,,,,,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20594/Refine_4/refine.pdb,1.10,green,0.00,green,100.00,green,,finished,5RKA,,,,,,PHIPA-x20594-table-1.txt,,2020-06-04 13:36,rvk26159,,,,,,,,,,,,,,,,,,,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20594/Refine_4/BUSTER_model.cif,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20594/Refine_4/BUSTER_refln.cif,
613,lb18145-130,DSP_EG_Plate-2,D18,DSIpoised_EG,CC(O)C=1C=NN(C1)C2CCCC2,Z2004563941,CI072345,B12C,220.22,76.44,230,PHIPA,9,100,20,20,57.5,done,19/07/2019 12:09:20,,,,,,,02:38:07,done,PHIPA-x20595,DLS-584,7,IN075C0068,OK: Clear:Normal,19/07/2019 14:47:07,19/07/2019 14:47:27,2.33796296296296E-04,exported to ispyb\lb18145-128_2019-07-19_16-34-49_ispyb,lb18145-134,,,,,,,,,,,,,,i03,2019-07-21 09:20:01,success,PHIPA-x20595_3_,,0.97622,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20595/jpg/lb18145-134-PHIPA-x20595_3_/PHIPA-x20595_3_1_270.0t.png,None,None,None,None,aP_staraniso,C2,81 27 55 90 99 90,True,81,27,55,90,99,90,40.391 - 1.290,40.391,3.841,1.290,n/a,None,1.382,0.026,0.018,0.556,27.6,86.8,1.8,89.0,99.8,38.1,6.0,3.1,3.1,1.000,1.000,0.819,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20595/autoprocessing/lb18145-134-PHIPA-x20595_3_aP_staraniso/staraniso_alldata-unique.table1,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20595/autoprocessing/lb18145-134-PHIPA-x20595_3_aP_staraniso/staraniso_alldata-unique.mtz,None,None,/dls/i03/data/2019/lb18145-134/processed/PHIPA/PHIPA-x20595/PHIPA-x20595_3_/autoPROC,24858,monoclinic_C,2,118804.1,#00FF00,1027.9307061,None,,,,,True,,0.17876,0.20251,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20595/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20595/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,True,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,2019-08-19 16:50:55,1.279,green,0.2048,green,0.2343,green,C 1 2 1,,n/a,gray,n/a,gray,6 - Deposited,PHIPA-x20595.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20595/compound/Z2004563941.cif,restraints generated,grade,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20595/Refine_4/refine.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20595/Refine_4/refine.mtz,0.25335529,,,,,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20595/Refine_4/refine.pdb,1.27,green,0.00,green,98.29,green,,finished,5RKB,,,,,,PHIPA-x20595-table-1.txt,,2020-06-04 13:36,rvk26159,,,,,,,,,,,,,,,,,,,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20595/Refine_4/BUSTER_model.cif,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20595/Refine_4/BUSTER_refln.cif,
614,lb18145-130,DSP_EG_Plate-2,E18,DSIpoised_EG,CS(=O)(=O)NCC1CCNCC1,Z1741966151,CI072345,B12C,0,118.3,230,PHIPA,9,100,20,20,57.5,done,19/07/2019 12:09:20,,,,,,,02:38:46,done,PHIPA-x20596,DLS-584,8,IN075C0714,OK: Clear:Normal,19/07/2019 14:47:33,19/07/2019 14:48:06,3.76157407407407E-04,exported to ispyb\lb18145-128_2019-07-19_16-34-49_ispyb,lb18145-134,,,,,,,,,,,,,,i03,2019-07-20 16:25:02,success,PHIPA-x20596_1_,,0.97622,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20596/jpg/lb18145-134-PHIPA-x20596_1_/PHIPA-x20596_1_1_270.0t.png,None,None,None,None,xia2-3dii-C2,C 1 2 1,82 27 55 90 100 90,True,82,27,55,90,100,90,40.38 - 1.90,40.38,8.50,1.90,1.97,None,1.95,0.196,0.073,-2.541,5.5,10.8,-0.9,95.2,95.3,59.0,6.6,5.9,5.9,0.990,0.997,0.140,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20596/autoprocessing/lb18145-134-PHIPA-x20596_1_xia2-3dii-C2/AUTOMATIC_DEFAULT_aimless.log,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20596/autoprocessing/lb18145-134-PHIPA-x20596_1_xia2-3dii-C2/AUTOMATIC_DEFAULT_free.mtz,None,None,/dls/i03/data/2019/lb18145-134/processed/PHIPA/PHIPA-x20596/PHIPA-x20596_1_/xia2-3dii-C2,9439,monoclinic_C,2,119920.0,#FF9900,82.4259573049,None,,,,,True,,0.27285,0.35775,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20596/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20596/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,,,,,,,C 1 2 1,,,,,,1 - Analysis Pending,PHIPA-x20596.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20596/compound/Z1741966151.cif,restraints generated,grade,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-07 15:51,rvk26159,,,,,,,,,,,,,,,,,,,,,
615,lb18145-130,DSP_EG_Plate-2,F18,DSIpoised_EG,OC(=O)COC=1C=CC(F)=CC1,Z56978034,CI072345,B12C,110.11,-165.62,230,PHIPA,9,100,20,20,57.5,done,19/07/2019 12:09:20,,,,,,,02:39:20,done,PHIPA-x20597,DLS-584,9,IN035A0354,OK: Clear:Cracked,19/07/2019 14:48:11,19/07/2019 14:48:40,3.29861111111111E-04,exported to ispyb\lb18145-128_2019-07-19_16-34-49_ispyb,lb18145-128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,lb18145-130,DSP_EG_Plate-2,G18,DSIpoised_EG,CC(=O)NC1CNC=2C=CC=CC2C1,Z1492796719,CI072345,B12C,-10.92,-156.52,230,PHIPA,9,100,20,20,57.5,done,19/07/2019 12:09:20,,,,,,,02:40:20,done,PHIPA-x20598,DLS-584,10,DF150E0641,OK: Clear:Normal,19/07/2019 14:48:42,19/07/2019 14:49:40,6.68981481481481E-04,exported to ispyb\lb18145-128_2019-07-19_16-34-49_ispyb,lb18145-134,,,,,,,,,,,,,,i03,2019-07-20 16:30:07,success,PHIPA-x20598_1_,,0.97622,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20598/jpg/lb18145-134-PHIPA-x20598_1_/PHIPA-x20598_1_1_270.0t.png,None,None,None,None,xia2-dials-C2,C 1 2 1,81 27 56 90 100 90,True,81,27,56,90,100,90,40.07 - 1.24,40.07,5.55,1.24,1.30,None,1.27,0.093,0.086,0.459,8.7,16.0,1.2,76.5,99.1,9.2,5.7,1.7,1.7,0.993,0.990,0.722,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20598/autoprocessing/lb18145-134-PHIPA-x20598_1_xia2-dials-C2/AUTOMATIC_DEFAULT_aimless.log,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20598/autoprocessing/lb18145-134-PHIPA-x20598_1_xia2-dials-C2/AUTOMATIC_DEFAULT_free.mtz,None,None,/dls/i03/data/2019/lb18145-134/processed/PHIPA/PHIPA-x20598/PHIPA-x20598_1_/xia2-dials-C2,26525,monoclinic_C,2,120611.4,#FF9900,292.737067143,None,,,,,True,,0.18147,0.20282,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20598/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20598/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,,,,,,,C 1 2 1,,,,,,1 - Analysis Pending,PHIPA-x20598.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20598/compound/Z1492796719.cif,restraints generated,grade,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-07 15:51,rvk26159,,,,,,,,,,,,,,,,,,,,,
617,lb18145-130,DSP_EG_Plate-2,H18,DSIpoised_EG,CN1C=C(N)C(=N1)C(=O)NC2CCC2,Z2235831719,CI072345,B12C,-16.38,-159.25,230,PHIPA,9,100,20,20,57.5,done,19/07/2019 12:09:20,,,,,,,02:41:46,done,PHIPA-x20599,DLS-584,11,DF150E0198,OK: Clear:Normal,19/07/2019 14:50:03,19/07/2019 14:51:06,7.30324074074074E-04,exported to ispyb\lb18145-128_2019-07-19_16-34-49_ispyb,lb18145-134,,,,,,,,,,,,,,i03,2019-07-20 18:14:05,success,PHIPA-x20599_1_,,0.97622,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20599/jpg/lb18145-134-PHIPA-x20599_1_/PHIPA-x20599_1_1_270.0t.png,None,None,None,None,aP_staraniso,C2,81 27 56 90 100 90,True,81,27,56,90,100,90,55.158 - 1.306,55.158,3.797,1.306,n/a,None,1.368,0.042,0.039,0.423,20.7,47.7,2.0,87.5,98.8,35.0,5.9,3.3,3.3,0.999,0.999,0.875,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20599/autoprocessing/lb18145-134-PHIPA-x20599_1_aP_staraniso/staraniso_alldata-unique.table1,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20599/autoprocessing/lb18145-134-PHIPA-x20599_1_aP_staraniso/staraniso_alldata-unique.mtz,None,None,/dls/i03/data/2019/lb18145-134/processed/PHIPA/PHIPA-x20599/PHIPA-x20599_1_/autoPROC,25626,monoclinic_C,2,120611.4,#00FF00,769.663439774,None,,,,,True,,0.17996,0.20733,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20599/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20599/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,,,,,,,C 1 2 1,,,,,,1 - Analysis Pending,PHIPA-x20599.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20599/compound/Z2235831719.cif,restraints generated,grade,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-07 15:51,rvk26159,,,,,,,,,,,,,,,,,,,,,
618,lb18145-130,DSP_EG_Plate-2,I18,DSIpoised_EG,CNS(=O)(=O)CC=1C=C(C)ON1,Z763030030,CI072345,B12C,-172.9,-41.86,230,PHIPA,9,100,20,20,57.5,done,19/07/2019 12:09:20,,,,,,,02:42:29,done,PHIPA-x20600,DLS-584,12,DF150E0606,OK: Clear:Normal,19/07/2019 14:51:13,19/07/2019 14:51:49,4.09722222222222E-04,exported to ispyb\lb18145-128_2019-07-19_16-34-49_ispyb,lb18145-134,,,,,,,,,,,,,,i03,2019-07-20 16:34:27,success,PHIPA-x20600_1_,,0.97622,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20600/jpg/lb18145-134-PHIPA-x20600_1_/PHIPA-x20600_1_1_270.0t.png,None,None,None,None,xia2-3dii-C2,C 1 2 1,81 27 55 90 100 90,True,81,27,55,90,100,90,55.02 - 1.24,55.02,5.55,1.24,1.24,None,1.27,0.025,0.023,0.314,33.7,64.2,2.0,70.5,96.2,9.3,6.3,1.8,1.8,1.000,0.998,0.859,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20600/autoprocessing/lb18145-134-PHIPA-x20600_1_xia2-3dii-C2/AUTOMATIC_DEFAULT_aimless.log,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20600/autoprocessing/lb18145-134-PHIPA-x20600_1_xia2-3dii-C2/AUTOMATIC_DEFAULT_free.mtz,None,None,/dls/i03/data/2019/lb18145-134/processed/PHIPA/PHIPA-x20600/PHIPA-x20600_1_/xia2-3dii-C2,24378,monoclinic_C,2,118457.6,#00FF00,977.876831879,None,,,,,True,,0.16762,0.19490,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20600/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20600/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,,,,,,,C 1 2 1,,,,,,1 - Analysis Pending,PHIPA-x20600.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20600/compound/Z763030030.cif,restraints generated,grade,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-07 15:51,rvk26159,,,,,,,,,,,,,,,,,,,,,
619,lb18145-130,DSP_EG_Plate-2,J18,DSIpoised_EG,OC(=O)C1=CC=NN1C2CCOCC2,Z2588063750,CI072345,B12C,-314.86,-55.51,230,PHIPA,9,100,20,20,57.5,done,19/07/2019 12:09:20,,,,,,,02:43:01,done,PHIPA-x20601,DLS-584,13,DF150E0362,OK: Clear:Normal,19/07/2019 14:51:56,19/07/2019 14:52:21,2.93981481481481E-04,exported to ispyb\lb18145-128_2019-07-19_16-34-49_ispyb,lb18145-128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,lb18145-130,DSP_EG_Plate-2,K18,DSIpoised_EG,COC=1C=CC(NCC=2C=CC=CC2O)=CC1,Z56943440,CI072345,B12C,159.25,235.69,230,PHIPA,9,100,20,20,57.5,done,19/07/2019 12:09:20,,,,,,,02:43:46,done,PHIPA-x20602,DLS-584,14,IN150E0233,OK: Clear:Normal,19/07/2019 14:52:39,19/07/2019 14:53:06,3.18287037037037E-04,exported to ispyb\lb18145-128_2019-07-19_16-34-49_ispyb,lb18145-134,,,,,,,,,,,,,,i03,2019-07-20 16:51:03,success,PHIPA-x20602_1_,,0.97622,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20602/jpg/lb18145-134-PHIPA-x20602_1_/PHIPA-x20602_1_1_270.0t.png,None,None,None,None,xia2-dials,C 1 2 1,81 27 55 90 100 90,True,81,27,55,90,100,90,55.08 - 1.29,55.08,5.77,1.29,1.36,None,1.32,0.079,0.048,0.948,9.0,18.7,1.0,83.0,99.5,26.9,5.9,3.1,3.1,0.998,0.998,0.654,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20602/autoprocessing/lb18145-134-PHIPA-x20602_1_xia2-dials/AUTOMATIC_DEFAULT_aimless.log,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20602/autoprocessing/lb18145-134-PHIPA-x20602_1_xia2-dials/AUTOMATIC_DEFAULT_free.mtz,None,None,/dls/i03/data/2019/lb18145-134/processed/PHIPA/PHIPA-x20602/PHIPA-x20602_1_/xia2-dials,25681,monoclinic_C,2,118457.6,#00FF00,323.891535874,None,,,,,True,,0.17972,0.20698,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20602/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20602/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,,,,,,,C 1 2 1,,,,,,1 - Analysis Pending,PHIPA-x20602.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20602/compound/Z56943440.cif,restraints generated,grade,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-07 15:51,rvk26159,,,,,,,,,,,,,,,,,,,,,
621,lb18145-130,DSP_EG_Plate-2,L18,DSIpoised_EG,CC=1C=NC=2N(CC(=O)O)N=CC2C1,Z1575304381,CI072345,B12C,-45.5,-253.89,230,PHIPA,9,100,20,20,57.5,done,19/07/2019 12:09:20,,,,,,,02:44:18,done,PHIPA-x20603,DLS-584,15,IN035A0219,OK: Clear:Normal,19/07/2019 14:53:09,19/07/2019 14:53:38,3.35648148148148E-04,exported to ispyb\lb18145-128_2019-07-19_16-34-49_ispyb,lb18145-134,,,,,,,,,,,,,,i03,2019-07-20 16:57:09,success,PHIPA-x20603_1_,,0.97622,None,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20603/jpg/lb18145-134-PHIPA-x20603_1_/PHIPA-x20603_1_1_270.0t.png,None,None,None,None,aP_staraniso,C2,81 26 55 90 100 90,True,81,26,55,90,100,90,54.877 - 1.296,54.877,3.818,1.296,n/a,None,1.365,0.043,0.029,0.505,20.7,56.5,2.1,87.6,99.9,39.2,6.0,3.3,3.3,1.000,0.999,0.862,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20603/autoprocessing/lb18145-134-PHIPA-x20603_1_aP_staraniso/staraniso_alldata-unique.table1,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20603/autoprocessing/lb18145-134-PHIPA-x20603_1_aP_staraniso/staraniso_alldata-unique.mtz,None,None,/dls/i03/data/2019/lb18145-134/processed/PHIPA/PHIPA-x20603/PHIPA-x20603_1_/autoPROC,24838,monoclinic_C,2,114070.3,#00FF00,789.675176799,None,,,,,True,,0.19640,0.22353,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20603/dimple.pdb,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20603/dimple.mtz,/dls/labxchem/data/2019/lb18145-130/processing/reference/c2_refine.pdb,finished,True,,False,/dls/labxchem/data/2019/lb18145-130/processing/analysis/panddas,,,,,,,,,C 1 2 1,,,,,,1 - Analysis Pending,PHIPA-x20603.free.mtz,/dls/labxchem/data/2019/lb18145-130/processing/analysis/model_building/PHIPA-x20603/compound/Z1575304381.cif,restraints generated,grade,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-07 15:51,rvk26159,,,,,,,,,,,,,,,,,,,,,
