,Fragment ID,Smiles,Site 1,MolWt,LogP,HBond donors,HBond acceptors,RO5,Rings,Rotatable bonds,TPSA
224,F225,CC1=NN=C(CN2CCC=C(F)C2)S1,False,213.073596604,1.90562,0,4,True,2,2,29.020000000000003
225,F226,CC1=NN=C(S1)N2CCCCC2,False,183.083018416,1.83682,0,4,True,2,1,29.020000000000003
226,F227,CC1=NNC(C)=C1C=2C=CC=CC2N,False,187.110947416,2.27574,2,2,True,2,1,54.7
227,F228,CC1=NNC(C)=C1CNC2CCCCC2,False,207.17354767199998,2.4488400000000006,2,2,True,2,3,40.71
228,F229,CC1=NNC=C1CNC=2C=CC=CC2F,True,205.101525604,2.4693200000000006,2,2,True,2,3,40.71
229,F230,CC1=NOC(C)=C1C(=O)NCCC2=CCCCC2,False,248.15247788,2.9117400000000018,1,3,True,2,4,55.13
230,F231,CC1=NOC(CN2CCC(CO)CC2)=N1,False,211.132076784,0.58232,1,5,True,2,3,62.39
231,F232,CC1=NOC(CN2CCC=C(F)C2)=N1,False,197.096440224,1.43712,0,4,True,2,2,42.160000000000004
232,F233,CC1=NOC(CN2CCCCC2CO)=N1,False,211.132076784,0.72482,1,5,True,2,3,62.39
233,F234,CC1=NOC(NC(=O)CC2CCCC2)=N1,False,209.11642672,1.89682,1,4,True,2,3,68.02000000000001
234,F235,CC1=NSC(=N1)N2CCCNCC2,False,198.09391744799998,0.64622,1,5,True,2,1,41.050000000000004
235,F236,CC1=NSC(NC2CCCC2(C)CO)=N1,False,227.109233164,1.8095199999999996,2,5,True,2,3,58.040000000000006
236,F237,CC1=NSC(NC2CCCC2CO)=N1,False,213.0935831,1.41942,2,5,True,2,3,58.040000000000006
237,F238,CC1C(O)CCCN1CC=2C=CC=CC2,False,205.146664228,2.0318,1,2,True,2,2,23.47
238,F239,CC1CC(C)(C)CC1NCC=2C=CNN2,False,207.17354767199998,2.324,2,2,True,2,3,40.71
239,F240,CC1CC(CCO1)NC=2N=CC=CC2F,False,210.11684132,2.2001,1,3,True,2,2,34.15
240,F241,CC1CC(CO1)NC=2N=CC=CC2F,False,196.101191256,1.8099999999999998,1,3,True,2,2,34.15
241,F242,CC1CCC(C)(C)N1C(=O)COC(F)F,False,221.122735224,2.0151000000000003,0,2,True,1,3,29.540000000000003
242,F243,CC1CCC=2C=CC=CC2N1C(=O)C,False,189.1153641,2.374200000000001,0,1,True,2,0,20.310000000000002
243,F244,CC1CCCC1NCCO,False,143.131014164,0.7568999999999999,2,2,True,1,3,32.26
244,F245,CC1CCCCN1C(=O)C=2SC=NC2C,False,224.098334132,2.466120000000001,0,3,True,2,1,33.2
245,F246,CC1CCCCN1CC2=NC(C)=NO2,False,195.137162164,1.7524199999999999,0,4,True,2,2,42.160000000000004
246,F247,CC1CCCCN1CCN,False,142.146998576,0.8195000000000001,1,2,True,1,2,29.259999999999998
247,F248,CC1CCCN(C1)C(=O)CO,False,157.11027872,0.23720000000000013,1,2,True,1,1,40.540000000000006
248,F249,CC1CCCN(CC1)C(=O)C2=CSC=N2,False,224.098334132,2.4053000000000004,0,3,True,2,1,33.2
249,F250,CC1CCN(CC1)C(=O)C2=CC=3C=CC=CC3O2,False,243.125928784,3.3049000000000017,0,2,True,3,1,33.45
250,F251,CC1CCN(CC1)C(=O)CCCC=2C=CC=CC2,False,245.177964356,3.267800000000002,0,1,True,2,4,20.310000000000002
251,F252,CC1CCN(CCN)CC1,False,142.146998576,0.6770000000000002,1,2,True,1,2,29.259999999999998
252,F253,CC1CCNC(C1)C(=O)N,False,142.110613068,-0.14019999999999955,2,2,True,1,1,55.120000000000005
253,F254,CC1CCOC1C(=O)NC2=CN=NS2,False,213.057197592,0.9016,1,5,True,2,2,64.11
254,F255,CC1CN(C(=O)C)C=2C=CC=C(F)C2O1,False,209.085206844,1.9595,0,2,True,2,0,29.540000000000003
255,F256,CC1CN(C(C)CO1)C(=O)C=2C=NSN2,False,227.072847656,0.7875000000000001,0,5,True,2,1,55.32
256,F257,CC1CN(C)CCC1NC=2C=NN(C)C2,False,208.16879663999998,1.1721999999999997,1,4,True,2,2,33.09
257,F258,CC1CN(CC(=O)N1)C=2N=CC=CC2F,False,209.096440224,0.5453999999999997,1,3,True,2,1,45.230000000000004
258,F259,CC1CN(CC(C)O1)C2=NC(C)=NS2,False,213.0935831,1.46012,0,5,True,2,1,38.25
259,F260,CC1CN(CC=2N=NSC2Cl)C(C)CO1,False,247.054610748,1.8007,0,5,True,2,2,38.25
260,F261,CC1CN(CCN1)C=2C=CC=C(C)N2,False,191.14224754399999,1.1881199999999998,1,3,True,2,1,28.16
261,F262,CC1CN(CCO1)C(=O)C2=CC(C)=NO2,False,210.100442308,0.84392,0,4,True,2,1,55.57
262,F263,CC1CN(CCO1)C(=O)C=2C=NC=CN2,False,207.100776656,0.3374999999999999,0,4,True,2,1,55.32
263,F264,CC1CN(CCO1)C(=O)CN2C=CC=N2,False,209.11642672,0.1303999999999994,0,4,True,2,2,47.36
264,F265,CC1CNCCN1CCO,False,144.126263132,-0.7275999999999991,2,3,True,1,2,35.5
265,F266,CC1COCCN1CC=2C=CC=CC2F,False,209.121592352,2.0464,0,2,True,2,2,12.47
266,F267,CC1COCCN1CCN,False,144.126263132,-0.3341999999999998,1,3,True,1,2,38.49
267,F268,CC1OCCN(C1C)C2=NC(C)=NS2,False,213.0935831,1.4601199999999996,0,5,True,2,1,38.25
268,F269,CC=1C(Cl)=CC=CC1NC(=O)[C@@H]2CCCO2,False,239.071306368,2.7659200000000004,1,2,True,2,2,38.33
269,F270,CC=1C=C(C(=O)NC2=CN=NS2)N(C)N1,False,223.052780908,0.83232,1,6,True,2,2,72.7
270,F271,CC=1C=C(C)C(NC(=O)CO)=C(C)C1,False,193.11027872,1.54266,2,2,True,1,2,49.33
271,F272,CC=1C=C(C)N=C(NC(=O)NC=2C=CC=CC2)C1,False,241.1215121,3.3424400000000007,2,2,True,2,2,54.02
272,F273,CC=1C=C(C)N=C(NC=2C=CC=CC2)N1,False,199.110947416,2.837040000000001,1,3,True,2,2,37.81
273,F274,CC=1C=C(CN2N=C(C)C=CC2=O)ON1,True,205.085126592,0.8964399999999999,0,5,True,2,2,60.92
274,F275,CC=1C=C(F)C=C(C1)S(=O)(=O)N,True,189.025977716,0.78152,1,2,True,1,1,60.16
275,F276,CC=1C=C(F)C=CC1CS(=O)(=O)N,False,203.04162778,0.92262,1,2,True,1,2,60.16
276,F277,CC=1C=C(N=C(C)N1)N2CCNCC2,False,192.13749651199998,0.5030399999999997,1,4,True,2,1,41.050000000000004
277,F278,CC=1C=C(N=C(CO)N1)N2CCCCC2,False,207.137162164,1.26762,1,4,True,2,2,49.25000000000001
278,F279,CC=1C=C(NC(=O)C2CCCO2)N(C)N1,False,209.11642672,0.8460199999999998,1,4,True,2,2,56.15
279,F280,CC=1C=C(ON1)C(=O)NC=2C=CN(C)N2,False,206.08037556,0.9688199999999998,1,5,True,2,2,72.95
280,F281,CC=1C=C(ON1)C(=O)NCC2CCOC2,False,210.100442308,0.74932,1,4,True,2,3,64.36
281,F282,CC=1C=C2N=CN(CC(=O)N)C2=CC1C,False,203.105862036,1.13844,1,3,True,2,2,60.91
282,F283,CC=1C=CC(=CC1)N2CCN(CC2)C(=O)N,False,219.137162164,1.19572,1,2,True,2,1,49.57
283,F284,CC=1C=CC(C(=O)N)=C(F)C1,False,153.058992096,1.23302,1,1,True,1,1,43.09
284,F285,CC=1C=CC(C)=C(OC(=O)C=2C=CN=CC2)C1,False,227.094628656,2.9176400000000013,0,3,True,2,2,39.19
285,F286,CC=1C=CC(CC(=O)NC[C@@H]2CCCO2)=CC1,False,233.141578848,1.83272,1,2,True,2,4,38.33
286,F287,CC=1C=CC(CNC(=O)C2CCC2)=CN1,False,204.126263132,1.80632,1,2,True,2,3,41.99
287,F288,CC=1C=CC(CNC(=O)CC2=CC=CS2)=CC1,False,245.0874351,2.915420000000002,1,2,True,2,4,29.1
288,F289,CC=1C=CC(CS(=O)(=O)N)=CC1F,False,203.04162778,0.9226200000000002,1,2,True,1,2,60.16
289,F290,CC=1C=CC(NC(=O)C2=CC=CO2)=CC1O,False,217.073893212,2.545920000000001,2,3,True,2,2,62.47
290,F291,CC=1C=CC(NC(=O)C2CCCO2)=NC1,False,206.105527688,1.50752,1,3,True,2,2,51.22
291,F292,CC=1C=CC(NC(=O)C=2C=CC=C(F)C2)=CC1O,False,245.085206844,3.092020000000002,2,2,True,2,2,49.33
292,F293,CC=1C=CC(NC(=O)C=2C=CC=CC2C)=C(O)C1,False,241.11027872,3.2613400000000015,2,2,True,2,2,49.33
293,F294,CC=1C=CC(NC=2N=CN=C3NN=CC23)=CC1,False,225.10144535199998,2.4049199999999997,2,4,True,3,2,66.49000000000001
294,F295,CC=1C=CC(OCC(=O)N2CCOCC2)=C(C)C1,False,249.136493468,1.54104,0,3,True,2,3,38.769999999999996
295,F296,CC=1C=CC=C(C1)C(=O)N2CCC(CC2)C(=O)N,False,246.136827816,1.33252,1,2,True,2,2,63.400000000000006
296,F297,CC=1C=CC=C(C1)C(=O)NC=2C=CC(C)=CC2O,False,241.11027872,3.261340000000002,2,2,True,2,2,49.33
297,F298,CC=1C=CC=C(C1)C(=O)NCC(=O)O,False,193.073893212,0.80942,2,2,True,1,3,66.4
298,F299,CC=1C=CC=C(CN2CCOCC2)C1,False,191.131014164,1.82722,0,2,True,2,2,12.47
299,F300,CC=1C=CC=C(NC(=O)CN2CCOCC2)C1C,False,248.15247788,1.5741399999999999,1,3,True,2,3,41.57000000000001
300,F301,CC=1C=CC=C(NC(=O)[C@@H]2CCCN2)N1,False,205.1215121,1.0805199999999997,2,3,True,2,2,54.02
301,F302,CC=1C=CC=C(NC=2N=CN=C3N(C)N=CC23)C1,False,239.11709541599998,2.4153200000000004,1,5,True,3,2,55.63
302,F303,CC=1C=CC=C(NCC2CCNC2)N1,False,191.14224754399999,1.4114199999999997,2,3,True,2,3,36.95
303,F304,CC=1C=CC=C(O)C1NC(=O)C=2C=CN=CC2F,False,246.080455812,2.4870200000000002,2,3,True,2,2,62.22
304,F305,CC=1C=CC=CC1CC(=O)N,False,149.084063972,1.02282,1,1,True,1,2,43.09
305,F306,CC=1C=CC=CC1N2C=C(N=N2)C(=O)O,False,203.069476528,1.27392,1,4,True,2,2,68.01
306,F307,CC=1C=CC=CC1OCC(=O)NC=2C=CC=CC2,False,241.11027872,3.012520000000001,1,2,True,2,4,38.33
307,F308,CC=1C=CSC1C(=O)NCC=2C=CC(C)=CC2,False,245.0874351,3.2949400000000013,1,2,True,2,3,29.1
308,F309,CC=1C=CSC1C(=O)O,True,142.008850432,1.75472,1,2,True,1,1,37.3
309,F310,CC=1C=NC=2N(CC(=O)O)N=CC2C1,False,191.069476528,0.8243199999999997,1,4,True,2,2,68.01
310,F311,CC=1C=NC=C(NCC=2C=CN=CC2)C1,False,199.110947416,2.39712,1,3,True,2,3,37.81
311,F312,CC=1N=C(C)N(CCC(=O)O)N1,False,169.085126592,0.3696399999999999,1,4,True,1,3,68.01
312,F313,CC=1N=CC=C(N1)N2CCC(N)CC2,False,192.13749651199998,0.7125200000000002,1,4,True,2,1,55.040000000000006
313,F314,CC=1N=CSC1C(=O)N2CCNC(=O)C2,False,225.057197592,0.02352000000000004,1,4,True,2,1,62.300000000000004
314,F315,CC=1N=CSC1C(=O)NCC2CCCC2,False,224.098334132,2.3715200000000003,1,3,True,2,3,41.99
315,F316,CC=1NNC(=O)C1CCO,False,142.07422756,-0.45378000000000024,3,2,True,1,2,68.88
316,F317,CC=1OC=CC1C(=O)N2CCC=3C=CC=CC23,False,227.094628656,2.7909200000000016,0,2,True,3,1,33.45
317,F318,CC=1OC=CC1C(=O)NC=2C=CN=CC2,False,202.07422756,2.2353199999999998,1,3,True,2,2,55.13
318,F319,CC=1OC=CC1C(=O)NCC2=CC=CO2,False,205.073893212,2.11102,1,3,True,2,3,55.38
319,F320,CC=1SC(N)=NC1C=2C=CC(C)=C(C)C2,False,218.087769448,3.317560000000001,1,3,True,2,1,38.91
320,F321,CCC(=O)N1CCCC(C1)NS(=O)(=O)C,False,234.103813436,-0.0633999999999994,1,3,True,1,3,66.48
321,F322,CCC(=O)NC1=C(OC=2C=CC=CC12)C(=O)N,False,232.084792244,1.8801999999999999,2,3,True,2,3,85.33
322,F323,CCC(=O)NC1=NC(C)=CS1,False,170.05138394,1.80002,1,3,True,1,2,41.99
323,F324,CCC(=O)NC1CCNC1,False,142.110613068,-0.1255000000000001,2,2,True,1,2,41.13
324,F325,CCC(=O)NC=1C=CC(=CC1)C(C)N,False,192.126263132,2.0548,2,2,True,1,3,55.120000000000005
325,F326,CCC(=O)NC=1C=CC(=CC1)N2CCC(C)CC2,False,246.173213324,3.2714000000000016,1,2,True,2,3,32.34
326,F327,CCC(=O)NC=1C=CC(=CC1)S(=O)(=O)N,False,228.056863244,0.6825000000000001,2,3,True,1,3,89.26
327,F328,CCC(=O)NC=1C=CC=2NC(=O)NC2C1,False,205.085126592,1.2046999999999997,3,2,True,2,2,77.75
328,F329,CCC(=O)NC=1C=CC=C(N)C1C,False,178.110613068,1.9257199999999999,2,2,True,1,2,55.120000000000005
329,F330,CCC(=O)NC=1C=CC=CC1C#N,False,174.07931294,1.90678,1,2,True,1,2,52.89
330,F331,CCC(=O)NCC1=NN=C2CCCCN12,False,208.132411132,0.6405999999999994,1,4,True,2,3,59.81
331,F332,CCC(C)(C)NC(=O)C1=CC(C)=NN1,False,195.137162164,1.6365199999999998,2,2,True,1,3,57.78
332,F333,CCC(C)(C)NC(=O)C1=CC(C)=NN1C,False,209.152812228,1.64692,1,3,True,1,3,46.92
333,F334,CCC(C)(C)NC(=O)C1=CN=C(C)S1,False,212.098334132,2.3699200000000005,1,3,True,1,3,41.99
334,F335,CCC(CC)C(=O)NC1=NC=CS1,False,198.082684068,2.5178000000000003,1,3,True,1,4,41.99
335,F336,CCC(NC)C=1C=CN=CC1,False,150.115698448,1.7521,1,2,True,1,3,24.92
336,F337,CCC1(O)CCN(C1)C=2C=CC(F)=CN2,False,210.11684132,1.5719,1,3,True,2,2,36.36
337,F338,CCC1=CC=C(S1)C(=O)NCC=2C=NN(C)C2,False,249.0935831,1.974,1,4,True,2,4,46.92
338,F339,CCC1=CSC(=N1)C2=CNC=N2,False,179.051718288,2.0955999999999997,1,3,True,2,2,41.57
339,F340,CCC1=NC(=NO1)C2CCCN2,False,167.105862036,1.0565,1,4,True,2,2,50.95
340,F341,CCC1=NC(CN2C=CC=CC2=O)=NO1,False,205.085126592,0.8419999999999999,0,5,True,2,3,60.92
341,F342,CCC1=NC=C(CNC)S1,False,156.072119384,1.4249,1,3,True,1,3,24.92
342,F343,CCC1=NN=C(NC(=O)C(F)(F)F)S1,False,225.018367472,1.6013,1,4,True,1,2,54.88
343,F344,CCC1=NN=C(NC(=O)C2CCCO2)S1,False,227.072847656,1.218,1,5,True,2,3,64.11
344,F345,CCC1=NOC(=N1)C(C)N2CCOCC2,False,211.132076784,1.0252,0,5,True,2,3,51.39
345,F346,CCC1=NOC(C)=C1CN2C=CC(C)=N2,False,205.1215121,2.09864,0,4,True,2,3,43.85
346,F347,CCC1=NOC(CN2CCCC(O)C2)=N1,False,211.132076784,0.5886999999999998,1,5,True,2,3,62.39
347,F348,CCC1CCC(CC1)NC[C@H]2CCCO2,False,211.19361442,2.7238000000000007,1,2,True,2,4,21.259999999999998
348,F349,CCC1CN(CCO1)S(=O)(=O)N(C)C,False,222.103813436,-0.09639999999999915,0,3,True,1,3,49.85
349,F350,CCC=1C=CC(=CC1)C=2N=C(N)SC2C,False,218.087769448,3.2631200000000007,1,3,True,2,2,38.91
350,F351,CCC=1C=CC(NC(=O)C=2C=NC=CN2)=CC1,False,227.105862036,2.2912999999999997,1,3,True,2,3,54.88
351,F352,CCC=1C=CC(OCC(=O)N2CCCCC2)=CC1,False,247.157228912,2.6403000000000008,0,2,True,2,4,29.54
352,F353,CCCC(=O)NCC1=NC=2C=CC=CC2N1,False,217.1215121,1.9791999999999998,2,2,True,2,4,57.78
353,F354,CCCC1=CC(=O)OC=2C=C(OC(=O)C)C=CC12,False,246.089208928,2.6708000000000007,0,4,True,2,3,56.51
354,F355,CCCC1=NN=C(NC(=O)C=2C=CC=CN2)S1,False,248.073182004,2.1379,1,5,True,2,4,67.77000000000001
355,F356,CCCN1C(NC(=O)CC)=NC=2C=CC=CC12,False,231.137162164,2.7948000000000004,1,3,True,2,4,46.92
356,F357,CCN(C)C(=O)C=1C=CC=C(N)C1,False,178.110613068,1.3607,1,2,True,1,2,46.33
357,F358,CCN(C)C(=O)NC1=CN=NS1,False,186.05753194,1.0217,1,4,True,1,2,58.120000000000005
358,F359,CCN(CC)C(=O)C1=CC(C)=NO1,False,182.105527688,1.46502,0,3,True,1,3,46.34
359,F360,CCN(CC)C(=O)C=1C=CC=CC1C,False,191.131014164,2.4770200000000004,0,1,True,1,3,20.310000000000002
360,F361,CCN(CC)C(=O)C=1C=CN=C(C)N1,False,193.1215121,1.26702,0,3,True,1,3,46.09
361,F362,CCN(CC)C1=CC(C)=NC2=NC=NN12,True,205.13274547999998,1.2789199999999998,0,5,True,2,3,46.32000000000001
362,F363,CCN(CC)C=1C=CC=C(O)C1,False,165.1153641,2.2384000000000004,1,2,True,1,3,23.47
363,F364,CCN(CC)S(=O)(=O)C=1C=CC(C)=CC1,False,227.097999784,2.02552,0,2,True,1,4,37.38
364,F365,CCN(CCO)C=1C=CC(N)=CC1,False,180.126263132,1.0874000000000001,2,3,True,1,4,49.489999999999995
365,F366,CCN1C=C(CCO)C=N1,True,140.094963004,0.4378,1,3,True,1,3,38.05
366,F367,CCN1C=C(CNC(=O)C=2C=CC=NC2)C=N1,True,230.116761068,1.228,1,4,True,2,4,59.81
367,F368,CCN1C=C(NC(=O)C2CCC2)C=N1,True,193.1215121,1.6415999999999997,1,3,True,2,3,46.92
368,F369,CCN1C=C(NC(=O)C2CCCC2)C=N1,True,207.137162164,2.0317,1,3,True,2,3,46.92
369,F370,CCN1C=CC(CNC)=N1,False,139.110947416,0.6223999999999998,1,3,True,1,3,29.85
370,F371,CCN1C=NN=C1CNC(=O)N2CCC2,False,209.12766009999999,0.21329999999999982,1,4,True,2,3,63.050000000000004
371,F372,CCN1CCC(CC1)NC=2C=CC=CC2F,False,222.153226828,2.7219000000000007,1,2,True,2,3,15.27
372,F373,CCN1N=C(CC1=O)C(F)(F)F,False,180.051047504,1.1569,0,2,True,1,1,32.67
373,F374,CCNC(=O)C1=CNN=N1,True,140.069810876,-0.44560000000000016,2,3,True,1,2,70.67
374,F375,CCNC(=O)C=1C=CC(N(C)C)=C(F)C1,False,210.11684132,1.6414000000000002,1,2,True,1,3,32.34
375,F376,CCNC(=O)CN1CC(C)OCC1C,False,200.15247788,0.2316999999999998,1,3,True,1,3,41.57000000000001
376,F377,CCNC(=O)N1CCN(CC1)C(=O)C,False,199.132076784,-0.11999999999999966,1,2,True,1,1,52.650000000000006
377,F378,CCNC(=O)NC=1C=C(C)ON1,False,169.085126592,1.1244200000000002,2,3,True,1,2,67.16
378,F379,CCNC1CCN(CC1)C=2C=CN=CC2,False,205.15789760799998,1.6599,1,3,True,2,3,28.16
379,F380,CCNC=1C=CC(=CC1F)S(=O)(=O)C,False,217.057277844,1.661,1,3,True,1,3,46.17
380,F381,CCNC=1C=CC(C#N)=CN1,False,147.079647288,1.3850799999999999,1,3,True,1,2,48.71
381,F382,CCNC=1C=CC(C)=NN1,False,137.095297352,1.2168199999999998,1,3,True,1,2,37.81
382,F383,CCNC=1N=CC=CC1C,False,136.100048384,1.8218199999999998,1,2,True,1,2,24.92
383,F384,CCNCC1=CN(C)N=N1,False,140.106196384,-0.07540000000000013,1,4,True,1,3,42.74
384,F385,CCNCC=1C=CC=C2NC=CC12,False,174.115698448,2.2774,2,1,True,2,3,27.82
385,F386,CCOC(=O)C1=CC(=NO1)C=2C=CC(C)=CC2,False,231.089543276,2.826720000000001,0,4,True,2,3,52.33
386,F387,CCOC(=O)C1CCN(CC1)C=2C=NC=CN2,False,235.132076784,1.2561,0,5,True,2,3,55.32
387,F388,CCOC(=O)C=1C=CC(F)=CC1F,False,186.049235936,2.1415000000000006,0,2,True,1,2,26.3
388,F389,CCOC(=O)C=1C=NNC1,True,140.058577496,0.5864,1,3,True,1,2,54.98
389,F390,CCOC(=O)C=1SC(=NC1C)N(C)C(=O)C,False,242.072513308,1.6109200000000001,0,5,True,1,3,59.5
390,F391,CCOC(=O)CN1CCCCC1,False,171.125928784,1.0354,0,3,True,1,3,29.54
391,F392,CCOC(=O)CN1CCS(=O)(=O)CC1,False,221.07217896,-0.7200999999999993,0,5,True,1,3,63.68
392,F393,CCOC(=O)N1CCOCC1,True,159.089543276,0.4751000000000001,0,3,True,1,1,38.769999999999996
393,F394,CCOC(=O)NC=1C=CC=C(Cl)C1,False,199.04000624,2.908400000000001,1,2,True,1,2,38.33
394,F395,CCOC(=O)NCC=1C=CC=CC1,False,179.094628656,1.9327,1,2,True,1,3,38.33
395,F396,CCOC=1C(F)=CC=CC1C(=O)N(C)C,False,211.100856908,1.9262,0,2,True,1,3,29.54
396,F397,CCOC=1C=CC(=CC1)C(=O)NC=2C=CC=CC2,False,241.11027872,3.337600000000002,1,2,True,2,4,38.33
397,F398,CCOC=1C=CC(=CC1)C(C)N,False,165.1153641,2.105,1,2,True,1,3,35.25
398,F399,CCOC=1C=CC(=CN1)C(=O)N,False,166.07422756,0.5792,1,3,True,1,3,65.21
399,F400,CCOC=1C=CC(CC(=O)O)=CC1,True,180.078644244,1.7124,1,2,True,1,4,46.53
400,F401,CCOC=1C=CC(NC(=O)NC(C)(C)C)=CC1,False,236.15247788,3.005300000000001,2,2,True,1,3,50.36
401,F402,CCOC=1N=CC=CC1C(=O)N,False,166.07422756,0.5792,1,3,True,1,3,65.21
402,F403,CCOC=1N=CC=CC1C(=O)N(C)C,False,194.105527688,1.1821,0,3,True,1,3,42.43
403,F404,CCS(=O)(=O)N1CCC(CC1)C(=O)O,False,221.07217896,0.1327000000000002,1,3,True,1,3,74.68
404,F405,CCS(=O)(=O)N1CCC(CC1)NC(=O)C,False,234.103813436,-0.06340000000000029,1,3,True,1,3,66.48
405,F406,CCS(=O)(=O)NC=1C=CC=CC1F,False,203.04162778,1.5873000000000002,1,2,True,1,3,46.17
406,F407,CCS(=O)(=O)NCC=1C=CC=2OCOC2C1,False,243.056528896,0.8545999999999998,1,4,True,2,4,64.63000000000001
407,F408,CN(C(=O)C)C=1C=CC=CC1C(=O)O,False,193.073893212,1.3675,1,2,True,1,2,57.61
408,F409,CN(C(=O)C)C=1C=CC=NC1,False,150.07931294,1.0642999999999998,0,2,True,1,1,33.2
409,F410,CN(C(=O)[C@H]1CC1(C)C)C=2C=CC=NC2,False,204.126263132,2.0904999999999996,0,2,True,2,2,33.2
410,F411,CN(C)C(=O)C1(CC1)C(=O)O,False,157.073893212,-0.06060000000000004,1,2,True,1,2,57.61
411,F412,CN(C)C(=O)C1=CC(=NO1)C2CCCC2,False,208.121177752,2.034,0,3,True,2,2,46.34
412,F413,CN(C)C(=O)C1=CC=2C=CC=C(F)C2O1,False,207.06955678,2.2737,0,2,True,2,1,33.45
413,F414,CN(C)C(=O)C1CCCC(N)C1,False,170.141913196,0.5921,1,2,True,1,1,46.33
414,F415,CN(C)C(=O)C=1C=C(NN1)C2CC2,False,179.105862036,0.9888999999999999,1,2,True,2,2,48.99
415,F416,CN(C)C(=O)C=1C=CC(C(=O)O)=C(C)N1,False,208.084792244,0.7900200000000002,1,3,True,1,2,70.5
416,F417,CN(C)C(=O)C=1C=CC(F)=CC1Br,False,244.985154228,2.29,0,1,True,1,1,20.310000000000002
417,F418,CN(C)C(=O)C=1C=CC=2NCCCC2C1,False,204.126263132,1.7465,1,2,True,2,1,32.34
418,F419,CN(C)C(=O)C=1C=CC=C(C)C1C,False,177.1153641,2.00524,0,1,True,1,1,20.310000000000002
419,F420,CN(C)C(=O)C=1C=CN=C(N)C1,False,165.090211972,0.36560000000000004,1,3,True,1,1,59.22
420,F421,CN(C)C(=O)C=1C=NNC1,True,139.074561908,0.11149999999999977,1,2,True,1,1,48.99
421,F422,CN(C)C(=O)CN1C=C(N)C=N1,False,168.101111004,-0.44650000000000034,1,4,True,1,2,64.15
422,F423,CN(C)C(=O)CN1C=CC=N1,False,153.090211972,-0.028700000000000614,0,3,True,1,2,38.13
423,F424,CN(C)C(=O)CN1C=NC(N)=N1,False,169.096359972,-1.0515,1,5,True,1,2,77.04
424,F425,CN(C)C(=O)CN1CCC(N)CC1,False,185.152812228,-0.5022999999999984,1,3,True,1,2,49.57000000000001
425,F426,CN(C)C(=O)CN1N=CC=2C=CC=CC12,False,203.105862036,1.1244999999999992,0,3,True,2,2,38.13
426,F427,CN(C)C(=O)CNC(=O)C=1SC=NC1C,False,227.072847656,0.2695199999999996,1,4,True,1,3,62.300000000000004
427,F428,CN(C)C(=O)CNC=1C=CC=CC1,False,178.110613068,1.1866999999999996,1,2,True,1,3,32.34
428,F429,CN(C)C(=O)COC=1C=CC=C(F)C1,False,197.085206844,1.2927,0,2,True,1,3,29.540000000000003
429,F430,CN(C)C(=O)COC=1C=CC=CC1C,False,193.11027872,1.4620199999999999,0,2,True,1,3,29.540000000000003
430,F431,CN(C)C(=O)N1CCN(CC1)C(=O)N(C)C,False,228.15862588,-0.03279999999999905,0,2,True,1,0,47.10000000000001
431,F432,CN(C)C(=O)N1CCNCC1,False,157.1215121,-0.42680000000000007,1,2,True,1,0,35.580000000000005
432,F433,CN(C)C(=O)N1CCOCC21CCOC2,False,214.131742436,0.1593,0,3,True,2,0,42.010000000000005
433,F434,CN(C)C(=O)NC=1C=CC(=CC1)S(=O)(=O)N,False,243.067762276,0.4275000000000004,2,3,True,1,2,92.5
434,F435,CN(C)C(=O)OCCN1C=CN=C1,False,183.100776656,0.5812999999999999,0,4,True,1,3,47.36
435,F436,CN(C)C1(CN)CCOCC1,False,158.141913196,0.05589999999999984,1,3,True,1,2,38.489999999999995
436,F437,CN(C)C1=NOC(=N1)C2CCNCC2,False,196.132411132,0.6025999999999996,1,5,True,2,2,54.190000000000005
437,F438,CN(C)C=1C=C(CNC(=O)C)C=CN1,False,193.1215121,0.7836999999999998,1,3,True,1,3,45.230000000000004
438,F439,CN(C)C=1C=CC(CNN2C=NN=C2)=CC1,False,217.13274547999998,1.0877999999999997,1,5,True,2,4,45.980000000000004
439,F440,CN(C)C=1C=CN=CC1,False,122.08439831999999,1.1476,0,2,True,1,1,16.130000000000003
440,F441,CN(C)CC(=O)N1CCCC1C(C)(C)O,False,214.168127944,0.3098999999999997,1,3,True,1,3,43.78
441,F442,CN(C)CC1=NC(=NO1)C2(N)CCCC2,False,210.148061196,0.8591999999999996,1,5,True,2,3,68.18
442,F443,CN(C)CC=1C=CC(C#N)=CC1,False,160.100048384,1.61988,0,2,True,1,2,27.03
443,F444,CN(C)S(=O)(=O)C1=CNC=N1,False,175.041547528,-0.34,1,3,True,1,2,66.06
444,F445,CN(C)S(=O)(=O)C=1C(C)=NNC1C,False,203.072847656,0.27684000000000003,1,3,True,1,2,66.06
445,F446,CN(C)S(=O)(=O)C=1C=CC=NC1,False,186.04629856,0.3319000000000002,0,3,True,1,2,50.27
446,F447,CN(C)S(=O)(=O)C=1C=NNC1,False,175.041547528,-0.34,1,3,True,1,2,66.06
447,F448,CN(C)S(=O)(=O)N1CCN(C)CC1,False,207.104147784,-0.959799999999998,0,3,True,1,2,43.86000000000001
448,F449,CN(C)S(=O)(=O)N1CCOCC1,False,194.072513308,-0.8749999999999987,0,3,True,1,2,49.85000000000001
